,Sentiment,Time,Text,Predicted Topic
3666,positive,29/6/21,"['nice', 'alternative', 'locally', 'great', 'gift', 'avid', 'cook']","[('Coffee and tea flavor', -0.07), ('Healthy and allergy-friendly snacks', 0.018), ('Coffee and its complements', 0.002), ('Locations and prices', -0.0), ('Snack/Protein Bars', -0.002), ('Flavoured cereal/nut/fruits bars', -0.009), ('Chocolate flavoured consumables and flavoured drinks', 0.015)]"
3667,positive,31/7/21,"['chia', 'seed', 'great', 'healthy', 'food', 'add', 'diet', 'chia', 'gel', 'mixing', 'water', 'tablespoon', 'seed', 'stir', 'gel', 'yogurt', 'oatmeal', 'smoothy', 'flavorless', 'seed', 'pleasant', 'crunch', 'brand', 'high', 'quality', 'hesitate', 'recommend']","[('Coffee and tea flavor', -0.093), ('Healthy and allergy-friendly snacks', 0.042), ('Coffee and its complements', -0.027), ('Locations and prices', 0.002), ('Snack/Protein Bars', -0.029), ('Flavoured cereal/nut/fruits bars', 0.001), ('Chocolate flavoured consumables and flavoured drinks', -0.032)]"
3668,negative,11/9/21,"['bought', 'nutiva', 'organic', 'chia', 'seed', 'pouch', 'ounce', 'tax', 'brand', 'ounce', 'pouch', 'quality', 'taste', 'way', 'expensive', 'buy', 'nutiva', 'organic', 'chia', 'seed', 'navitas', 'term', 'taste', 'usually', 'toast', 'add', 'cereal', 'yogurt', 'oatmeal', 'taste', 'great', 'fiber']","[('Coffee and tea flavor', -0.12), ('Healthy and allergy-friendly snacks', 0.036), ('Coffee and its complements', -0.021), ('Locations and prices', 0.017), ('Snack/Protein Bars', -0.012), ('Flavoured cereal/nut/fruits bars', 0.015), ('Chocolate flavoured consumables and flavoured drinks', 0.017)]"
3669,positive,12/8/21,"['good', 'product', 'majority', 'people', 'post', 'amazon', 'internet', 'medical', 'provider', 'bit', 'inclined', 'area', 'science', 'infant', 'nutrition', 'large', 'misinformation', 'misinformation', 'evident', 'propagated', 'review', 'formula', 'product', 'specifically', 'similac', 'organic', 'echelon', 'quality', 'regard', 'consistency', 'nutritional', 'value', 'great', 'success', 'product', 'pleased', 'overall', 'adjunct', 'breastmilk', 'abbott', 'lab', 'product', 'maker', 'large', 'research', 'reagent', 'laboratory', 'medical', 'science', 'rigorous', 'quality', 'control', 'published', 'research', 'provide', 'reagent', 'scientific', 'research', 'community', 'exacting', 'standard', 'said', 'inclined', 'trust', 'small', 'maker', 'formula', 'organic', 'product', 'suggested', 'better', 'review', 'especially', 'referenced', 'organic', 'powder', 'said', 'component', 'similac', 'product', 'highest', 'quality', 'monitored', 'advanced', 'scientific', 'protocol', 'published', 'study', 'trust', 'brand', 'similac', 'smaller', 'plain', 'simple', 'mind', 'best', 'suit', 'baby', 'gi', 'tract', 'baby', 'experience', 'degree', 'gas', 'discomfort', 'regardless', 'formula', 'nutritional', 'source', 'breastmilk', 'sad', 'people', 'review', 'propagating', 'misinformation', 'research', 'best', 'avoid', 'ulterior', 'motif', 'misinformative', 'review', 'internet', 'blog', 'overly', 'slanted', 'biased']","[('Coffee and tea flavor', -0.092), ('Healthy and allergy-friendly snacks', 0.029), ('Coffee and its complements', -0.008), ('Locations and prices', 0.053), ('Snack/Protein Bars', -0.026), ('Flavoured cereal/nut/fruits bars', 0.011), ('Chocolate flavoured consumables and flavoured drinks', -0.016)]"
3670,positive,31/7/20,"['thought', 'chance', 'grocery', 'store', 'know', 'maple', 'syrup', 'grade', 'light', 'amber', 'best', 'price', 'beautiful', 'grocery', 'store', 'charged', 'ounce', 'bottle', 'quart', 'shipping', 'time', 'amazing', 'super', 'saver', 'day', 'yum', 'reminded', 'year', 'bought', 'pound', 'box', 'maple', 'sugar', 'candy', 'time', 'search', 'forgor', 'mention', 'definitely', 'grade', 'fancy', 'grade', 'cooking', 'gradehidden', 'spring', 'maple', 'vermont', 'maple', 'syrup', 'quart', 'fancy', 'grade', 'light', 'amber']","[('Coffee and tea flavor', -0.104), ('Healthy and allergy-friendly snacks', 0.028), ('Coffee and its complements', -0.007), ('Locations and prices', 0.071), ('Snack/Protein Bars', -0.038), ('Flavoured cereal/nut/fruits bars', 0.042), ('Chocolate flavoured consumables and flavoured drinks', 0.075)]"
3671,positive,13/6/20,"['wife', 'spoiled', 'fall', 'trip', 'taste', 'light', 'maple', 'syrup', 'available', 'south', 'happy', 'hidden', 'spring', 'high', 'quality', 'fast', 'shipping', 'thank']","[('Coffee and tea flavor', -0.082), ('Healthy and allergy-friendly snacks', 0.018), ('Coffee and its complements', -0.009), ('Locations and prices', 0.032), ('Snack/Protein Bars', -0.024), ('Flavoured cereal/nut/fruits bars', 0.031), ('Chocolate flavoured consumables and flavoured drinks', 0.026)]"
3672,positive,31/7/20,"['eat', 'mix', 'asin', 'path', 'organic', 'heritage', 'flake', 'cereal', 'ounce', 'bag', 'nearly', 'morning', 'good', 'healthy', 'food', 'unlike', 'popular', 'sugary', 'cereal', 'american', 'eat', 'enjoy', 'taste', 'leave', 'starving', 'mid', 'morning', 'price', 'reasonable', 'buy', 'case']","[('Coffee and tea flavor', -0.135), ('Healthy and allergy-friendly snacks', 0.059), ('Coffee and its complements', -0.026), ('Locations and prices', 0.025), ('Snack/Protein Bars', 0.031), ('Flavoured cereal/nut/fruits bars', 0.016), ('Chocolate flavoured consumables and flavoured drinks', -0.032)]"
3673,positive,13/6/20,"['bean', 'good', 'local', 'store', 'carry', 'dried', 'pink', 'bean']","[('Coffee and tea flavor', -0.091), ('Healthy and allergy-friendly snacks', 0.019), ('Coffee and its complements', 0.048), ('Locations and prices', 0.112), ('Snack/Protein Bars', -0.01), ('Flavoured cereal/nut/fruits bars', 0.017), ('Chocolate flavoured consumables and flavoured drinks', 0.083)]"
3674,positive,26/9/20,"['enjoyed', 'product', 'taste', 'good', 'close', 'russian', 'iranian', 'version', 'service', 'quick', 'delivery', 'added', 'bonus', 'highly', 'recommend', 'product']","[('Coffee and tea flavor', -0.109), ('Healthy and allergy-friendly snacks', 0.023), ('Coffee and its complements', -0.002), ('Locations and prices', 0.018), ('Snack/Protein Bars', -0.025), ('Flavoured cereal/nut/fruits bars', 0.029), ('Chocolate flavoured consumables and flavoured drinks', 0.019)]"
3675,positive,17/10/20,"['pleased', 'shipping', 'item', 'thought', 'going', 'arrive', 'food', 'actually', 'come', 'day', 'prior', 'dog', 'happier']","[('Coffee and tea flavor', -0.109), ('Healthy and allergy-friendly snacks', 0.054), ('Coffee and its complements', -0.024), ('Locations and prices', 0.134), ('Snack/Protein Bars', -0.059), ('Flavoured cereal/nut/fruits bars', 0.021), ('Chocolate flavoured consumables and flavoured drinks', -0.176)]"
3676,positive,14/12/20,"['family', 'make', 'lot', 'ice', 'tea', 'summer', 'able', 'loose', 'tea', 'loose', 'tea', 'best']","[('Coffee and tea flavor', -0.163), ('Healthy and allergy-friendly snacks', -0.409), ('Coffee and its complements', -0.234), ('Locations and prices', 0.041), ('Snack/Protein Bars', 0.092), ('Flavoured cereal/nut/fruits bars', 0.016), ('Chocolate flavoured consumables and flavoured drinks', -0.015)]"
3677,negative,29/5/20,"['lipton', 'taste', 'good', 'good', 'quality', 'tea', 'open', 'tea', 'bag', 'tea', 'leaf', 'tea', 'dust', 'cheep', 'loo', 'lipton', 'tea', 'described', 'broken', 'need', 'fine', 'filter', 'strain', 'steep', 'good', 'tea', 'unfurl', 'look', 'like', 'tea', 'come', 'oz', 'let', 'math', 'devided', 'buy', 'tea', 'set', 'tea', 'good', 'tea', 'flavoring', 'dried', 'fruit', 'pices', 'come', 'oz', 'tin', 'refill', 'weather', 'buy', 'loose', 'bag', 'quality', 'tea', 'went', 'tea', 'party', 'year', 'like', 'tupperware', 'party', 'fun', 'chick', 'told', 'different', 'kind', 'tea', 'gave', 'sample']","[('Coffee and tea flavor', -0.229), ('Healthy and allergy-friendly snacks', -0.503), ('Coffee and its complements', -0.295), ('Locations and prices', 0.059), ('Snack/Protein Bars', 0.111), ('Flavoured cereal/nut/fruits bars', -0.019), ('Chocolate flavoured consumables and flavoured drinks', -0.039)]"
3678,positive,9/12/20,"['need', 'watch', 'sodium', 'fan', 'salty', 'food', 'almond', 'perfect', 'half', 'salt', 'prefer', 'regular', 'salted', 'almond', 'day', 'idea', 'want', 'salt', 'delicious', 'ounce', 'bag', 'prime', 'shipping', 'pop', 'amazon', 'buy', 'available', 'buy', 'small', 'can', 'higher', 'price', 'ounce']","[('Coffee and tea flavor', -0.188), ('Healthy and allergy-friendly snacks', 0.076), ('Coffee and its complements', -0.024), ('Locations and prices', 0.079), ('Snack/Protein Bars', -0.006), ('Flavoured cereal/nut/fruits bars', -0.081), ('Chocolate flavoured consumables and flavoured drinks', 0.034)]"
3679,positive,4/8/20,"['steak', 'came', 'sealed', 'packaged', 'delicious', 'price', 'right', 'size', 'quality', 'steak', 'came', 'recommend', 'getting', 'product', 'gourmet', 'food', 'lover', 'life']","[('Coffee and tea flavor', -0.12), ('Healthy and allergy-friendly snacks', 0.034), ('Coffee and its complements', -0.002), ('Locations and prices', 0.099), ('Snack/Protein Bars', -0.008), ('Flavoured cereal/nut/fruits bars', 0.017), ('Chocolate flavoured consumables and flavoured drinks', -0.013)]"
3680,positive,31/7/20,"['happy', 'purchase', 'mushroom', 'quality', 'shroomy', 'smell', 'old', 'dusty', 'word']","[('Coffee and tea flavor', -0.049), ('Healthy and allergy-friendly snacks', 0.007), ('Coffee and its complements', -0.006), ('Locations and prices', 0.046), ('Snack/Protein Bars', -0.01), ('Flavoured cereal/nut/fruits bars', -0.003), ('Chocolate flavoured consumables and flavoured drinks', -0.021)]"
3681,positive,13/6/20,"['bought', 'himalayan', 'organic', 'salt', 'twice', 'time', 'quality', 'good', 'service', 'fast', 'courteous', 'spice', 'buy']","[('Coffee and tea flavor', -0.112), ('Healthy and allergy-friendly snacks', 0.037), ('Coffee and its complements', -0.015), ('Locations and prices', 0.083), ('Snack/Protein Bars', -0.0), ('Flavoured cereal/nut/fruits bars', -0.044), ('Chocolate flavoured consumables and flavoured drinks', 0.03)]"
3682,positive,21/11/20,"['better', 'protein', 'product', 'drugstore', 'gnc', 'taste', 'great', 'like', 'shake', 'work', 'quickly', 'relatively', 'cheap', 'good', 'thing']","[('Coffee and tea flavor', -0.126), ('Healthy and allergy-friendly snacks', 0.038), ('Coffee and its complements', -0.014), ('Locations and prices', -0.017), ('Snack/Protein Bars', 0.002), ('Flavoured cereal/nut/fruits bars', 0.031), ('Chocolate flavoured consumables and flavoured drinks', 0.019)]"
3683,positive,25/5/21,"['live', 'overseas', 'bought', 'friend', 'living', 'usa', 'baby', 'recently', 'wanted', 'impression', 'sending', 'husband', 'nice', 'present', 'usual', 'clothing', 'toy', 'decided', 'flower', 'wanted', 'sure', 'best', 'reviewed', 'rose', 'supplier', 'spring', 'air', 'actually', 'cut', 'rose', 'directly', 'farm', 'colombia', 'ship', 'right', 'away', 'fedex', 'waiting', 'order', 'come', 'inventory', 'sitting', 'warehouse', 'said', 'sure', 'rose', 'going', 'live', 'longer', 'probably', 'week', 'compared', 'rose', 'bought', 'amazon', 'addition', 'price', 'bet', 'going', 'quality', 'gave', 'result', 'exceeded', 'expectation', 'raised', 'bar', 'firstly', 'communication', 'go', 'far', 'usual', 'amazon', 'seller', 'posted', 'order', 'received', 'processed', 'sent', 'plus', 'instruction', 'order', 'guarantee', 'long', 'life', 'flower', 'nice', 'advise', 'proceed', 'available', 'receive', 'rose', 'fedex', 'attempt', 'wrote', 'seller', 'change', 'card', 'initially', 'sent', 'order', 'answered', 'promptly', 'nicely', 'request', 'arrived', 'promised', 'hour', 'later', 'receiving', 'phone', 'friend', 'entire', 'family', 'saying', 'beautiful', 'rose', 'fresh', 'look', 'seen', 'rose', 'outstanding', 'quality', 'relieved', 'plan', 'worked', 'spring', 'air', 'surely', 'buy', 'good', 'job', 'great', 'service', 'outstanding', 'rose']","[('Coffee and tea flavor', -0.12), ('Healthy and allergy-friendly snacks', 0.023), ('Coffee and its complements', -0.007), ('Locations and prices', 0.063), ('Snack/Protein Bars', 0.003), ('Flavoured cereal/nut/fruits bars', 0.013), ('Chocolate flavoured consumables and flavoured drinks', 0.028)]"
3684,positive,25/5/21,"['ghee', 'indulgence', 'ghee', 'viewed', 'essential', 'vitamin', 'supplement', 'albeit', 'taste', 'good', 'ghee', 'especially', 'necessary', 'vegetarian', 'diet', 'opinion', 'healthy', 'addition', 'research', 'show', 'ghee', 'lower', 'performed', 'extensive', 'survey', 'ghee', 'product', 'available', 'compared', 'quality', 'value', 'ghee', 'important', 'addition', 'diet', 'quality', 'sacrificed', 'especially', 'small', 'ghee', 'need', 'ghee', 'comparison', 'table', 'blog', 'link', 'started', 'ghee', 'comparison', 'primarily', 'interested', 'finding', 'best', 'value', 'organic', 'ghee', 'product', 'learned', 'product', 'organic', 'standard', 'pleasant', 'surprise', 'high', 'quality', 'ghee', 'product', 'available', 'great', 'pick', 'available', 'grass', 'fed', 'organic', 'ghee', 'picksbecause', 'high', 'quality', 'ghee', 'available', 'focused', 'understanding', 'product', 'authentic', 'ghee', 'authentic', 'information', 'table', 'link', 'reflects', 'focus', 'evaluation', 'gourmet', 'cooking', 'optimum', 'health', 'concerned', 'ghee', 'product', 'rank', 'grass', 'fed', 'organic', 'ghee', 'best', 'product', 'grass', 'fed', 'organic', 'ghee', 'accord', 'ancient', 'tradition', 'phase', 'moon', 'chanting', 'great', 'quality', 'great', 'tasting', 'product', 'good', 'price', 'make', 'great', 'value', 'highly', 'recommend', 'ghee']","[('Coffee and tea flavor', -0.069), ('Healthy and allergy-friendly snacks', 0.02), ('Coffee and its complements', -0.007), ('Locations and prices', 0.034), ('Snack/Protein Bars', -0.008), ('Flavoured cereal/nut/fruits bars', 0.021), ('Chocolate flavoured consumables and flavoured drinks', 0.001)]"
3685,positive,20/1/21,"['high', 'quality', 'ghee', 'superior', 'tasting', 'grass', 'fed', 'cow', 'milk', 'certified', 'organic', 'usda', 'use', 'lentil', 'egg', 'sauteed', 'veggie', 'quinoa', 'rice', 'use', 'tried', 'grain', 'toast', 'tooyummy', 'grass', 'fed', 'cow', 'milk', 'rich', 'clas', 'boost', 'immunity', 'energy', 'known', 'fight', 'obesity', 'especially', 'trimming', 'waistline', 'second', 'time', 'buying', 'consumer', 'life', 'introduced', 'friend', 'digging', 'taste', 'hope', 'amazon', 'continues', 'sell', 'product', 'prime', 'delivery', 'make', 'special', 'try', 'getting', 'healthier', 'incredible', 'taste', 'highly', 'recommended']","[('Coffee and tea flavor', -0.122), ('Healthy and allergy-friendly snacks', 0.022), ('Coffee and its complements', -0.006), ('Locations and prices', 0.018), ('Snack/Protein Bars', -0.026), ('Flavoured cereal/nut/fruits bars', 0.014), ('Chocolate flavoured consumables and flavoured drinks', 0.002)]"
3686,positive,15/1/21,"['length', 'state', 'grass', 'fed', 'sure', 'product', 'exists', 'product', 'certainly', 'best', 'alternative']","[('Coffee and tea flavor', -0.071), ('Healthy and allergy-friendly snacks', 0.027), ('Coffee and its complements', -0.003), ('Locations and prices', 0.034), ('Snack/Protein Bars', -0.032), ('Flavoured cereal/nut/fruits bars', 0.014), ('Chocolate flavoured consumables and flavoured drinks', 0.005)]"
3687,positive,8/2/21,"['dragee', 'cheaper', 'exactly', 'buy', 'craft', 'store', 'allot']","[('Coffee and tea flavor', -0.045), ('Healthy and allergy-friendly snacks', 0.015), ('Coffee and its complements', -0.004), ('Locations and prices', 0.072), ('Snack/Protein Bars', -0.007), ('Flavoured cereal/nut/fruits bars', 0.02), ('Chocolate flavoured consumables and flavoured drinks', 0.064)]"
3688,positive,10/2/21,"['love', 'chile', 'ancho', 'powder', 'blend', 'create', 'recommend', 'chipotle', 'powder', 'try', 'different', 'pepper', 'different', 'amount', 'amazing', 'result']","[('Coffee and tea flavor', -0.077), ('Healthy and allergy-friendly snacks', -0.008), ('Coffee and its complements', -0.003), ('Locations and prices', -0.014), ('Snack/Protein Bars', -0.014), ('Flavoured cereal/nut/fruits bars', -0.021), ('Chocolate flavoured consumables and flavoured drinks', -0.012)]"
3689,negative,9/10/20,"['received', 'item', 'disappointed', 'cheap', 'looking', 'want', 'counter', 'left', 'tray', 'lopsided', 'looked', 'strange', 'pulled', 'needle', 'boxed', 'sent', 'refund', 'definitely', 'worth', 'seeing', 'equally', 'disappointed', 'paid']","[('Coffee and tea flavor', -0.064), ('Healthy and allergy-friendly snacks', 0.013), ('Coffee and its complements', 0.002), ('Locations and prices', 0.026), ('Snack/Protein Bars', -0.013), ('Flavoured cereal/nut/fruits bars', -0.015), ('Chocolate flavoured consumables and flavoured drinks', 0.003)]"
3690,negative,31/7/20,"['buying', 'treat', 'cavachon', 'past', 'year', 'loved', 'batch', 'noticeably', 'lower', 'qualitydry', 'crunchy', 'moist', 'chewy', 'know', 'shift', 'manufacturing', 'china', 'coincidental', 'event', 'buying', 'switched', 'amazon', 'let', 'return', 'item', 'day', 'purchase', 'period', 'pleased']","[('Coffee and tea flavor', -0.086), ('Healthy and allergy-friendly snacks', 0.039), ('Coffee and its complements', -0.009), ('Locations and prices', 0.073), ('Snack/Protein Bars', -0.003), ('Flavoured cereal/nut/fruits bars', -0.0), ('Chocolate flavoured consumables and flavoured drinks', -0.041)]"
3691,positive,13/6/20,"['love', 'tea', 'delicious', 'favorite', 'tea', 'like', 'aroma', 'taste', 'drink', 'meal', 'highly', 'recommended']","[('Coffee and tea flavor', -0.255), ('Healthy and allergy-friendly snacks', -0.401), ('Coffee and its complements', -0.221), ('Locations and prices', -0.044), ('Snack/Protein Bars', 0.061), ('Flavoured cereal/nut/fruits bars', 0.036), ('Chocolate flavoured consumables and flavoured drinks', -0.061)]"
3692,positive,5/12/20,"['think', 'taste', 'pretty', 'good', 'lot', 'nut', 'raisin', 'slightly', 'bigger', 'bite', 'sized', 'cooky', 'cooky', 'price', 'sort', 'pricey', 'use', 'quality', 'ingredient', 'probably', 'worth']","[('Coffee and tea flavor', -0.16), ('Healthy and allergy-friendly snacks', 0.06), ('Coffee and its complements', -0.038), ('Locations and prices', -0.006), ('Snack/Protein Bars', 0.043), ('Flavoured cereal/nut/fruits bars', 0.008), ('Chocolate flavoured consumables and flavoured drinks', 0.021)]"
3693,positive,1/11/20,"['asked', 'brother', 'chef', 'felt', 'quality', 'product', 'received', 'recommend', 'comment', 'quality', 'excellent', 'enjoy', 'having', 'future', 'gift', 'looked', 'idea', 'buying', 'similar', 'hickory', 'farm', 'mall', 'life', 'day', 'caught', 'surprise', 'arrived', 'week', 'early', 'year', 'came', 'conclusion', 'product', 'far', 'better', 'product', 'mall', 'thought', 'hickory', 'farm', 'work', 'physical', 'access', 'viewing', 'item', 'comment', 'wisconsinmade', 'company', 'product', 'reviewing', 'far', 'better', 'job', 'quality', 'produce', 'think', 'say', 'volume', 'quality', 'stay', 'grocery', 'store', 'lot', 'volume', 'criterion', 'note', 'bought', 'couple', 'product', 'company', 'copied', 'review', 'people', 'know', 'company', 'excellent', 'quality', 'quality', 'cheese', 'quality', 'sausage', 'expensive', 'company', 'make']","[('Coffee and tea flavor', -0.158), ('Healthy and allergy-friendly snacks', 0.037), ('Coffee and its complements', -0.008), ('Locations and prices', 0.112), ('Snack/Protein Bars', -0.04), ('Flavoured cereal/nut/fruits bars', 0.005), ('Chocolate flavoured consumables and flavoured drinks', 0.028)]"
3694,positive,14/1/21,"['feed', 'solid', 'gold', 'food', 'dog', 'rotating', 'basis', 'dumb', 'reason', 'local', 'pet', 'store', 'carry', 'sun', 'dancer', 'glad', 'amazon', 'think', 'solid', 'gold', 'company', 'make', 'best', 'dog', 'food', 'market', 'today', 'oh', 'yes', 'dog', 'love']","[('Coffee and tea flavor', -0.111), ('Healthy and allergy-friendly snacks', 0.068), ('Coffee and its complements', -0.031), ('Locations and prices', 0.189), ('Snack/Protein Bars', -0.052), ('Flavoured cereal/nut/fruits bars', 0.042), ('Chocolate flavoured consumables and flavoured drinks', -0.213)]"
3695,positive,6/6/21,"['looove', 'freshly', 'ground', 'nutmeg', 'stuff', 'look', 'smell', 'great', 'trying', 'rotate', 'stock', 'sure', 'good', 'look', 'smell']","[('Coffee and tea flavor', -0.076), ('Healthy and allergy-friendly snacks', 0.002), ('Coffee and its complements', 0.009), ('Locations and prices', 0.015), ('Snack/Protein Bars', -0.015), ('Flavoured cereal/nut/fruits bars', -0.015), ('Chocolate flavoured consumables and flavoured drinks', -0.021)]"
3696,positive,21/7/20,"['good', 'quality', 'rose', 'petal', 'powder', 'good', 'price', 'face', 'body', 'scrub', 'mask', 'mix', 'argan', 'oil', 'liquid', 'soap', 'lotion', 'highly', 'recommend', 'vendor', 'shipment', 'exactly', 'ordered', 'arrived', 'reasonable', 'time']","[('Coffee and tea flavor', -0.098), ('Healthy and allergy-friendly snacks', 0.019), ('Coffee and its complements', -0.008), ('Locations and prices', 0.056), ('Snack/Protein Bars', -0.019), ('Flavoured cereal/nut/fruits bars', 0.013), ('Chocolate flavoured consumables and flavoured drinks', 0.043)]"
3697,positive,5/1/21,"['expensive', 'cat', 'food', 'purchased', 'overly', 'expensive', 'can', 'pretty', 'ounce', 'like', 'preconceived', 'notion', 'went', 'window', 'saw', 'cat', 'loved', 'pair', 'kitten', 'kindly', 'took', 'turn', 'eating', 'scarfed', 'came', 'begged', 'adult', 'cat', 'given', 'day', 'cat', 'growl', 'eating', 'petite', 'cuisine', 'growl', 'approach', 'finish', 'serving', 'inhaling', 'like', 'nectar', 'god', 'ashamed', 'given', 'despite', 'somewhat', 'pricey', 'line', 'small', 'can', 'think', 'phenomenal', 'gift', 'cat', 'given']","[('Coffee and tea flavor', -0.087), ('Healthy and allergy-friendly snacks', 0.044), ('Coffee and its complements', -0.023), ('Locations and prices', 0.055), ('Snack/Protein Bars', -0.046), ('Flavoured cereal/nut/fruits bars', -0.008), ('Chocolate flavoured consumables and flavoured drinks', -0.12)]"
3698,positive,23/1/21,"['peppercorn', 'visibly', 'better', 'quality', 'gotten', 'place', 'aroma', 'tantalizing', 'opened', 'package', 'arrived', 'fresher', 'tasted', 'peppercorn', 'life', 'seller', 'professional', 'quick', 'shipment', 'highly', 'recommended']","[('Coffee and tea flavor', -0.061), ('Healthy and allergy-friendly snacks', 0.006), ('Coffee and its complements', -0.002), ('Locations and prices', 0.03), ('Snack/Protein Bars', -0.002), ('Flavoured cereal/nut/fruits bars', -0.003), ('Chocolate flavoured consumables and flavoured drinks', 0.007)]"
3699,negative,31/7/20,"['material', 'shirt', 'spot', 'color', 'thing', 'going', 'fact', 'cheap', 'guess', 'pay']","[('Coffee and tea flavor', -0.044), ('Healthy and allergy-friendly snacks', 0.011), ('Coffee and its complements', -0.007), ('Locations and prices', 0.01), ('Snack/Protein Bars', -0.019), ('Flavoured cereal/nut/fruits bars', -0.001), ('Chocolate flavoured consumables and flavoured drinks', -0.002)]"
3700,positive,13/6/20,"['hard', 'store', 'good', 'flavor', 'good', 'size', 'fast', 'delivery', 'pleasantly', 'surprised', 'getting']","[('Coffee and tea flavor', -0.143), ('Healthy and allergy-friendly snacks', 0.039), ('Coffee and its complements', -0.01), ('Locations and prices', 0.046), ('Snack/Protein Bars', -0.002), ('Flavoured cereal/nut/fruits bars', 0.0), ('Chocolate flavoured consumables and flavoured drinks', 0.061)]"
3701,positive,1/12/20,"['bought', 'organic', 'pumpkin', 'online', 'impossible', 'pumpkin', 'locally', 'feed', 'dog', 'day', 'wonderful', 'digestion', 'pumpkin', 'recommended', 'vet', 'can', 'great', 'condition', 'minor', 'dent', 'can', 'quality', 'pumpkin', 'good', 'serve', 'family', 'eat', 'pumpkin', 'added', 'plus', 'free', 'shipping', 'buy']","[('Coffee and tea flavor', -0.109), ('Healthy and allergy-friendly snacks', 0.037), ('Coffee and its complements', -0.021), ('Locations and prices', 0.089), ('Snack/Protein Bars', -0.014), ('Flavoured cereal/nut/fruits bars', 0.027), ('Chocolate flavoured consumables and flavoured drinks', -0.055)]"
3702,positive,30/1/21,"['worried', 'ordering', 'product', 'review', 'complained', 'dented', 'can', 'ordered', 'price', 'right', 'took', 'chance', 'can', 'dented', 'expiration', 'date', 'can', 'received', 'happy', 'quality', 'pumpkin']","[('Coffee and tea flavor', -0.09), ('Healthy and allergy-friendly snacks', 0.028), ('Coffee and its complements', -0.003), ('Locations and prices', 0.096), ('Snack/Protein Bars', -0.031), ('Flavoured cereal/nut/fruits bars', 0.011), ('Chocolate flavoured consumables and flavoured drinks', 0.05)]"
3703,positive,1/1/21,"['dog', 'doxy', 'love', 'larger', 'size', 'good', 'love']","[('Coffee and tea flavor', -0.102), ('Healthy and allergy-friendly snacks', 0.05), ('Coffee and its complements', -0.031), ('Locations and prices', 0.086), ('Snack/Protein Bars', -0.009), ('Flavoured cereal/nut/fruits bars', 0.02), ('Chocolate flavoured consumables and flavoured drinks', -0.191)]"
3704,positive,11/1/21,"['parent', 'satisfied', 'steak', 'happy', 'delivery', 'time']","[('Coffee and tea flavor', -0.044), ('Healthy and allergy-friendly snacks', 0.016), ('Coffee and its complements', -0.006), ('Locations and prices', 0.042), ('Snack/Protein Bars', -0.011), ('Flavoured cereal/nut/fruits bars', 0.008), ('Chocolate flavoured consumables and flavoured drinks', 0.004)]"
3705,negative,31/7/20,"['lot', 'coconut', 'milk', 'brand', 'buy', 'native', 'forest', 'company', 'know', 'us', 'bpa', 'free', 'can', 'product', 'inconsistent', 'wonderful', 'rich', 'coconut', 'milk', 'time', 'watery', 'curdled', 'gritty', 'watery', 'stuff', 'recipe', 'saw', 'reviewer', 'said', 'can', 'came', 'sri', 'lanka', 'thailand', 'ordering', 'amazon', 'expensive', 'store', 'want', 'able', 'sure', 'getting', 'coconut', 'milk', 'unacceptable', 'completely', 'different', 'product', 'sold', 'product']","[('Coffee and tea flavor', -0.159), ('Healthy and allergy-friendly snacks', 0.044), ('Coffee and its complements', -0.013), ('Locations and prices', 0.05), ('Snack/Protein Bars', -0.083), ('Flavoured cereal/nut/fruits bars', 0.022), ('Chocolate flavoured consumables and flavoured drinks', 0.065)]"
3706,positive,13/6/20,"['salt', 'great', 'quality', 'taste', 'stooped', 'table', 'salt', 'sodium', 'chloride', 'urge', 'read', 'benefit', 'himalayan', 'salt', 'taste', 'better', 'better', 'health']","[('Coffee and tea flavor', -0.1), ('Healthy and allergy-friendly snacks', 0.042), ('Coffee and its complements', -0.026), ('Locations and prices', 0.001), ('Snack/Protein Bars', -0.017), ('Flavoured cereal/nut/fruits bars', -0.106), ('Chocolate flavoured consumables and flavoured drinks', 0.027)]"
3707,positive,14/1/21,"['ordered', 'twice', 'time', 'excellent', 'fresh', 'definitely', 'buy']","[('Coffee and tea flavor', -0.131), ('Healthy and allergy-friendly snacks', 0.025), ('Coffee and its complements', -0.004), ('Locations and prices', 0.103), ('Snack/Protein Bars', 0.005), ('Flavoured cereal/nut/fruits bars', -0.006), ('Chocolate flavoured consumables and flavoured drinks', 0.055)]"
3708,positive,7/12/20,"['cooking', 'show', 'tell', 'important', 'skimp', 'vanilla', 'extract', 'good', 'stuff', 'good', 'price']","[('Coffee and tea flavor', -0.084), ('Healthy and allergy-friendly snacks', 0.016), ('Coffee and its complements', 0.006), ('Locations and prices', 0.04), ('Snack/Protein Bars', -0.018), ('Flavoured cereal/nut/fruits bars', 0.012), ('Chocolate flavoured consumables and flavoured drinks', 0.042)]"
3709,positive,5/5/21,"['definitely', 'met', 'expectation', 'thought', 'quality', 'great', 'price', 'paid', 'definitely', 'buy', 'company']","[('Coffee and tea flavor', -0.12), ('Healthy and allergy-friendly snacks', 0.023), ('Coffee and its complements', 0.008), ('Locations and prices', 0.105), ('Snack/Protein Bars', 0.008), ('Flavoured cereal/nut/fruits bars', 0.024), ('Chocolate flavoured consumables and flavoured drinks', 0.049)]"
